Subj,RT,response code,affect,up/in,old/new
510,1431,1,l,in,2
510,873,1,l,in,2
510,1151,1,l,in,2
510,665,1,l,in,2
510,415,2,l,in,2
510,743,1,l,in,2
510,704,1,l,in,2
510,631,1,l,in,2
510,1299,2,h,up,1
510,769,1,h,up,1
510,778,1,h,up,1
510,845,1,h,up,1
510,635,2,h,in,1
510,630,1,h,in,1
510,677,1,h,in,1
510,487,2,h,in,1
510,1723,2,s,up,1
510,1093,1,s,up,1
510,520,2,s,up,1
510,738,1,s,up,1
510,713,2,s,in,1
510,1598,1,s,in,1
510,463,1,s,in,1
510,567,2,s,in,1
524,694,2,s,in,1
524,604,1,s,in,1
524,947,2,s,in,1
524,503,1,s,in,1
524,373,1,s,up,1
524,577,1,s,up,1
524,841,1,s,up,1
524,604,2,s,up,1
524,1603,1,h,in,1
524,1421,2,h,in,1
524,605,1,h,in,1
524,980,2,h,in,1
524,515,1,h,up,1
524,743,1,h,up,1
524,715,1,h,up,1
524,1875,1,h,up,1
524,3293,2,l,in,2
524,1588,2,l,in,2
524,1020,2,l,in,2
524,1510,2,l,in,2
524,761,2,l,in,2
524,2090,1,l,in,2
524,411,2,l,in,2
524,1347,2,l,in,2
524,303,2,l,up,2
524,1258,2,l,up,2
524,1272,2,l,up,2
524,1084,1,l,up,2
524,410,2,l,up,2
524,303,2,l,up,2
524,1102,2,l,up,2
524,941,2,l,up,2
524,1613,1,s,in,1
524,794,1,s,in,1
524,979,1,s,in,1
524,996,1,s,in,1
524,607,2,s,up,1
524,495,1,s,up,1
524,471,1,s,up,1
524,1387,1,s,up,1
524,486,1,h,in,1
524,931,2,h,in,1
524,867,1,h,in,1
524,705,1,h,in,1
524,1547,2,h,up,1
524,355,1,h,up,1
524,547,1,h,up,1
524,743,1,h,up,1
524,589,2,l,in,2
524,650,2,l,in,2
524,615,1,l,in,2
524,1322,2,l,in,2
524,1290,2,l,in,2
524,550,1,l,in,2
524,3194,2,l,in,2
524,2693,2,l,in,2
524,366,2,l,up,2
524,1274,2,l,up,2
524,508,2,l,up,2
524,1964,2,l,up,2
524,611,1,l,up,2
524,548,2,l,up,2
524,636,2,l,up,2
524,766,2,l,up,2
528,685,1,l,in,2
528,1517,1,l,in,2
528,1558,1,l,in,2
528,996,1,l,in,2
528,691,1,l,in,2
528,1064,2,l,in,2
528,880,2,l,in,2
528,828,2,l,in,2
528,314,2,l,up,2
528,424,2,l,up,2
528,515,2,l,up,2
528,396,2,l,up,2
528,560,2,l,up,2
528,12179,1,l,up,2
528,802,2,l,up,2
528,448,2,l,up,2
528,564,2,s,in,1
528,1433,1,s,in,1
528,496,1,s,in,1
528,4624,2,s,in,1
528,488,2,s,up,1
528,1555,1,s,up,1
528,4554,1,s,up,1
528,590,2,s,up,1
528,909,1,h,in,1
528,987,1,h,in,1
528,844,1,h,in,1
528,1021,1,h,in,1
528,980,2,h,up,1
528,2194,1,h,up,1
528,1808,1,h,up,1
528,660,1,h,up,1
528,906,1,l,in,2
528,709,1,l,in,2
528,2510,2,l,in,2
528,1334,1,l,in,2
528,672,2,l,in,2
528,990,1,l,in,2
528,699,2,l,in,2
528,731,1,l,in,2
528,623,2,l,up,2
528,1832,2,l,up,2
528,2584,1,l,up,2
528,1301,1,l,up,2
528,1205,1,l,up,2
528,612,2,l,up,2
528,493,1,l,up,2
528,358,2,l,up,2
528,912,1,s,in,1
528,638,1,s,in,1
528,623,1,s,in,1
528,621,1,s,in,1
528,853,2,s,up,1
528,2101,1,s,up,1
528,411,2,s,up,1
528,1643,1,s,up,1
528,767,1,h,in,1
528,377,2,h,in,1
528,1651,1,h,in,1
528,1832,1,h,in,1
528,1004,1,h,up,1
528,1469,2,h,up,1
528,467,2,h,up,1
528,1246,2,h,up,1
529,647,1,h,up,1
529,2690,1,h,up,1
529,1054,1,h,up,1
529,1078,1,h,up,1
529,1721,2,h,in,1
529,1301,1,h,in,1
529,1046,2,h,in,1
529,1252,2,h,in,1
529,724,1,s,up,1
529,785,1,s,up,1
529,812,1,s,up,1
529,1108,1,s,up,1
529,636,1,s,in,1
529,364,1,s,in,1
529,4113,1,s,in,1
529,1829,1,s,in,1
529,492,2,l,up,2
529,1185,2,l,up,2
529,591,2,l,up,2
529,3381,2,l,up,2
529,1510,1,l,up,2
529,2175,2,l,up,2
529,1340,2,l,up,2
529,820,2,l,up,2
529,571,2,l,in,2
529,3054,1,l,in,2
529,950,1,l,in,2
529,2164,1,l,in,2
529,721,1,l,in,2
529,600,2,l,in,2
529,1263,1,l,in,2
529,1563,1,l,in,2
529,647,1,h,up,1
529,470,1,h,up,1
529,999,2,h,up,1
529,568,2,h,up,1
529,1634,1,h,in,1
529,715,1,h,in,1
529,2331,1,h,in,1
529,632,1,h,in,1
529,576,2,s,up,1
529,1228,1,s,up,1
529,1250,1,s,up,1
529,957,1,s,up,1
529,852,1,s,in,1
529,1154,1,s,in,1
529,1051,2,s,in,1
529,1879,1,s,in,1
529,1180,2,l,up,2
529,3742,2,l,up,2
529,624,2,l,up,2
529,460,1,l,up,2
529,812,2,l,up,2
529,2101,2,l,up,2
529,463,2,l,up,2
529,627,2,l,up,2
529,2301,2,l,in,2
529,974,1,l,in,2
529,1160,2,l,in,2
529,780,1,l,in,2
529,1156,1,l,in,2
529,1420,1,l,in,2
529,748,2,l,in,2
529,1274,1,l,in,2
537,973,1,h,up,1
537,913,1,h,up,1
537,667,1,h,up,1
537,702,1,h,up,1
537,3407,1,h,in,1
537,1121,1,h,in,1
537,783,1,h,in,1
537,4364,2,h,in,1
537,924,1,s,up,1
537,811,1,s,up,1
537,728,1,s,up,1
537,5331,1,s,up,1
537,2254,1,s,in,1
537,1667,1,s,in,1
537,935,1,s,in,1
537,2477,1,s,in,1
537,4530,1,l,up,2
537,947,1,l,up,2
537,645,2,l,up,2
537,988,2,l,up,2
537,1378,1,l,up,2
537,1380,1,l,up,2
537,630,2,l,up,2
537,914,2,l,up,2
537,1330,1,l,in,2
537,2346,1,l,in,2
537,1886,1,l,in,2
537,1331,1,l,in,2
537,2555,1,l,in,2
537,1266,2,l,in,2
537,2090,1,l,in,2
537,855,1,l,in,2
537,2493,1,h,up,1
537,2930,1,h,up,1
537,4093,2,h,up,1
537,746,1,h,up,1
537,4107,1,h,in,1
537,5425,2,h,in,1
537,1545,1,h,in,1
537,2397,1,h,in,1
537,968,1,s,up,1
537,856,1,s,up,1
537,1244,1,s,up,1
537,804,1,s,up,1
537,1491,1,s,in,1
537,1102,1,s,in,1
537,2943,1,s,in,1
537,1566,2,s,in,1
537,691,2,l,up,2
537,4655,1,l,up,2
537,2252,1,l,up,2
537,2792,1,l,up,2
537,6640,2,l,up,2
537,1813,1,l,up,2
537,1852,2,l,up,2
537,964,1,l,up,2
537,8435,2,l,in,2
537,1637,1,l,in,2
537,672,2,l,in,2
537,5895,1,l,in,2
537,3824,1,l,in,2
537,2381,2,l,in,2
537,3142,1,l,in,2
537,2008,2,l,in,2
544,311,2,l,up,2
544,312,2,l,up,2
544,327,2,l,up,2
544,666,2,l,up,2
544,690,2,l,up,2
544,338,2,l,up,2
544,379,2,l,up,2
544,241,2,l,up,2
544,1257,2,l,in,2
544,2335,2,l,in,2
544,574,2,l,in,2
544,445,1,l,in,2
544,1102,2,l,in,2
544,392,2,l,in,2
544,334,2,l,in,2
544,394,2,l,in,2
544,1047,1,h,up,1
544,1077,2,h,up,1
544,497,1,h,up,1
544,633,1,h,up,1
544,160,2,h,in,1
544,566,1,h,in,1
544,774,1,h,in,1
544,883,2,h,in,1
544,1769,1,s,up,1
544,2029,1,s,up,1
544,324,2,s,up,1
544,779,1,s,up,1
544,884,1,s,in,1
544,740,1,s,in,1
544,664,1,s,in,1
544,991,1,s,in,1
544,583,2,l,up,2
544,275,2,l,up,2
544,582,2,l,up,2
544,287,2,l,up,2
544,1129,2,l,up,2
544,370,2,l,up,2
544,713,2,l,up,2
544,1370,2,l,up,2
544,1281,2,l,in,2
544,1902,1,l,in,2
544,438,2,l,in,2
544,1061,2,l,in,2
544,6387,2,l,in,2
544,847,1,l,in,2
544,296,2,l,in,2
544,785,2,l,in,2
544,3528,1,h,up,1
544,881,1,h,up,1
544,984,2,h,up,1
544,942,1,h,up,1
544,355,1,h,in,1
544,1248,2,h,in,1
544,538,1,h,in,1
544,385,1,h,in,1
544,796,1,s,up,1
544,805,2,s,up,1
544,1490,1,s,up,1
544,1460,1,s,up,1
544,1453,1,s,in,1
544,1074,1,s,in,1
544,451,2,s,in,1
544,6219,2,s,in,1
567,560,1,h,up,1
567,511,1,h,up,1
567,661,1,h,up,1
567,608,2,h,up,1
567,2263,1,h,in,1
567,820,1,h,in,1
567,1729,1,h,in,1
567,578,1,h,in,1
567,593,1,s,up,1
567,625,1,s,up,1
567,590,1,s,up,1
567,627,1,s,up,1
567,1561,1,s,in,1
567,1298,2,s,in,1
567,2490,2,s,in,1
567,446,1,s,in,1
567,447,1,l,up,2
567,1116,1,l,up,2
567,644,1,l,up,2
567,242,1,l,up,2
567,1030,2,l,up,2
567,532,2,l,up,2
567,701,2,l,up,2
567,1636,1,l,up,2
567,4518,1,l,in,2
567,622,1,l,in,2
567,486,1,l,in,2
567,420,1,l,in,2
567,386,2,l,in,2
567,1105,1,l,in,2
567,674,1,l,in,2
567,667,1,l,in,2
567,802,1,h,up,1
567,1524,2,h,up,1
567,565,1,h,up,1
567,639,1,h,up,1
567,603,1,h,in,1
567,2108,2,h,in,1
567,626,2,h,in,1
567,1523,1,h,in,1
567,948,2,s,up,1
567,653,1,s,up,1
567,1243,1,s,up,1
567,532,1,s,up,1
567,717,1,s,in,1
567,1155,2,s,in,1
567,550,1,s,in,1
567,1220,2,s,in,1
567,828,1,l,up,2
567,2073,2,l,up,2
567,1287,1,l,up,2
567,861,1,l,up,2
567,336,1,l,up,2
567,542,2,l,up,2
567,1700,1,l,up,2
567,10108,1,l,up,2
567,719,1,l,in,2
567,1419,1,l,in,2
567,812,1,l,in,2
567,490,1,l,in,2
567,1105,1,l,in,2
567,3266,1,l,in,2
567,2596,1,l,in,2
567,695,1,l,in,2
554,769,1,h,up,1
554,771,1,h,up,1
554,1068,2,h,up,1
554,1576,2,h,up,1
554,1150,2,h,in,1
554,1159,1,h,in,1
554,889,2,h,in,1
554,794,1,h,in,1
554,1599,1,s,up,1
554,755,2,s,up,1
554,579,1,s,up,1
554,1460,2,s,up,1
554,1613,1,s,in,1
554,2855,2,s,in,1
554,2022,2,s,in,1
554,1338,1,s,in,1
554,567,2,l,up,2
554,5152,2,l,up,2
554,701,2,l,up,2
554,902,2,l,up,2
554,1801,1,l,up,2
554,2902,2,l,up,2
554,840,2,l,up,2
554,3097,2,l,up,2
554,740,2,l,in,2
554,561,1,l,in,2
554,2389,1,l,in,2
554,809,1,l,in,2
554,840,2,l,in,2
554,799,2,l,in,2
554,603,1,l,in,2
554,3865,2,l,in,2
554,942,1,h,up,1
554,2213,2,h,up,1
554,812,1,h,up,1
554,952,1,h,up,1
554,1393,2,h,in,1
554,721,1,h,in,1
554,736,1,h,in,1
554,2685,2,h,in,1
554,961,2,s,up,1
554,4253,1,s,up,1
554,3161,1,s,up,1
554,1578,2,s,up,1
554,1310,1,s,in,1
554,1843,1,s,in,1
554,729,1,s,in,1
554,859,1,s,in,1
554,674,2,l,up,2
554,2408,2,l,up,2
554,797,2,l,up,2
554,1069,2,l,up,2
554,1450,2,l,up,2
554,751,1,l,up,2
554,1628,1,l,up,2
554,507,2,l,up,2
554,1641,1,l,in,2
554,595,2,l,in,2
554,1084,2,l,in,2
554,828,1,l,in,2
554,2611,1,l,in,2
554,585,1,l,in,2
554,1365,2,l,in,2
554,886,2,l,in,2
415,878,2,h,up,1
415,854,1,h,up,1
415,672,2,h,up,1
415,1178,1,h,up,1
415,592,1,h,in,1
415,764,2,h,in,1
415,817,2,h,in,1
415,308,2,h,in,1
415,629,1,s,up,1
415,922,1,s,up,1
415,1629,1,s,up,1
415,613,1,s,up,1
415,1169,1,s,in,1
415,456,2,s,in,1
415,1421,1,s,in,1
415,1119,1,s,in,1
415,454,2,l,up,2
415,699,1,l,up,2
415,983,2,l,up,2
415,1045,1,l,up,2
415,959,1,l,up,2
415,992,2,l,up,2
415,524,2,l,up,2
415,698,2,l,up,2
415,688,1,l,in,2
415,1597,1,l,in,2
415,2100,2,l,in,2
415,588,1,l,in,2
415,586,2,l,in,2
415,798,1,l,in,2
415,696,2,l,in,2
415,868,2,l,in,2
415,1444,1,h,up,1
415,558,1,h,up,1
415,1131,1,h,up,1
415,2137,1,h,up,1
415,620,1,h,in,1
415,664,1,h,in,1
415,1746,2,h,in,1
415,1230,1,h,in,1
415,632,1,s,up,1
415,596,1,s,up,1
415,564,1,s,up,1
415,556,1,s,up,1
415,1141,2,s,in,1
415,685,2,s,in,1
415,1041,2,s,in,1
415,761,1,s,in,1
415,524,2,l,up,2
415,1034,2,l,up,2
415,628,2,l,up,2
415,460,2,l,up,2
415,720,2,l,up,2
415,1120,1,l,up,2
415,1086,2,l,up,2
415,1153,2,l,up,2
415,336,2,l,in,2
415,682,2,l,in,2
415,1186,2,l,in,2
415,1642,1,l,in,2
415,565,2,l,in,2
415,671,1,l,in,2
415,437,2,l,in,2
415,665,2,l,in,2
519,1412,1,l,in,2
519,2197,1,l,in,2
519,1946,2,l,in,2
519,2298,1,l,in,2
519,1576,2,l,in,2
519,1226,2,l,in,2
519,1066,2,l,in,2
519,550,2,l,in,2
519,632,2,l,up,2
519,775,2,l,up,2
519,1110,2,l,up,2
519,620,2,l,up,2
519,765,2,l,up,2
519,726,2,l,up,2
519,875,2,l,up,2
519,1258,2,l,up,2
519,1772,1,s,in,1
519,2128,1,s,in,1
519,1017,1,s,in,1
519,2091,1,s,in,1
519,1073,2,s,up,1
519,2077,2,s,up,1
519,640,2,s,up,1
519,749,2,s,up,1
519,656,1,h,in,1
519,2158,2,h,in,1
519,1473,2,h,in,1
519,1047,1,h,in,1
519,629,2,h,up,1
519,1763,1,h,up,1
519,1606,1,h,up,1
519,2608,2,h,up,1
519,1458,1,l,in,2
519,2353,2,l,in,2
519,3156,1,l,in,2
519,1092,1,l,in,2
519,1241,1,l,in,2
519,1225,1,l,in,2
519,1091,1,l,in,2
519,1737,1,l,in,2
519,592,2,l,up,2
519,400,2,l,up,2
519,734,1,l,up,2
519,478,2,l,up,2
519,1444,1,l,up,2
519,351,2,l,up,2
519,1477,1,l,up,2
519,553,2,l,up,2
519,456,2,s,in,1
519,1213,2,s,in,1
519,1010,2,s,in,1
519,961,2,s,in,1
519,643,2,s,up,1
519,1471,1,s,up,1
519,646,2,s,up,1
519,510,2,s,up,1
519,709,2,h,in,1
519,1941,1,h,in,1
519,2417,1,h,in,1
519,2732,2,h,in,1
519,974,1,h,up,1
519,1170,2,h,up,1
519,1181,1,h,up,1
519,769,1,h,up,1
428,666,2,l,up,2
428,426,2,l,up,2
428,605,2,l,up,2
428,986,2,l,up,2
428,906,2,l,up,2
428,449,2,l,up,2
428,545,2,l,up,2
428,421,2,l,up,2
428,604,2,l,in,2
428,731,2,l,in,2
428,2568,1,l,in,2
428,545,2,l,in,2
428,689,2,l,in,2
428,635,1,l,in,2
428,827,2,l,in,2
428,652,1,l,in,2
428,610,2,h,up,1
428,2726,2,h,up,1
428,616,1,h,up,1
428,627,1,h,up,1
428,558,1,h,in,1
428,1235,2,h,in,1
428,499,1,h,in,1
428,513,2,h,in,1
428,1196,2,s,up,1
428,706,2,s,up,1
428,406,2,s,up,1
428,727,2,s,up,1
428,953,2,s,in,1
428,865,1,s,in,1
428,1098,1,s,in,1
428,863,2,s,in,1
428,578,1,l,up,2
428,731,2,l,up,2
428,1063,2,l,up,2
428,1033,1,l,up,2
428,402,2,l,up,2
428,865,1,l,up,2
428,1588,1,l,up,2
428,432,1,l,up,2
428,532,2,l,in,2
428,1235,2,l,in,2
428,542,2,l,in,2
428,1871,2,l,in,2
428,601,1,l,in,2
428,1038,1,l,in,2
428,666,2,l,in,2
428,395,2,l,in,2
428,505,2,h,up,1
428,1013,1,h,up,1
428,499,2,h,up,1
428,691,1,h,up,1
428,576,1,h,in,1
428,1228,2,h,in,1
428,1440,2,h,in,1
428,711,1,h,in,1
428,675,1,s,up,1
428,421,2,s,up,1
428,970,1,s,up,1
428,590,2,s,up,1
428,573,1,s,in,1
428,705,1,s,in,1
428,1383,2,s,in,1
428,2925,1,s,in,1
